CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,TTL_RECEIPTS
H0NC10201,"JOHNSON, DAVID L",C,REP,NC,10,4147.7
H4NC10047,"MCHENRY, PATRICK TIMOTHY",I,REP,NC,10,2227171.71
H0NC11159,"O'SHEA, MICHAEL",O,DEM,NC,11,18347
H0NC11175,"DAVIS, MORRIS D. COL.",O,DEM,NC,11,493434.64
H8NC10113,"COLLIAS, GINA ROCKEY",O,DEM,NC,11,59903.66
H8NC11103,"PRICE, PHILLIP G MR.",O,DEM,NC,11,17809.33
H8NC11129,"WOODSMALL, STEVE DR.",O,DEM,NC,11,71476.53
H0NC01036,"WILEY, ALBERT LEE JR",O,REP,NC,11,1802
H0NC09229,"WILEY JR, ALBERT LEE",O,REP,NC,11,0
H0NC10169,"PATTERSON, VANCE MARTIN",O,REP,NC,11,146100
H0NC11183,"DAVIS, JAMES (JIM) WAYLAND DDS, MS",O,REP,NC,11,156206
H0NC11191,"BENNETT, LYNDA",O,REP,NC,11,507671.52
H0NC11209,"ARCHERD, CHARLES WALLACE",O,REP,NC,11,996344.78
H0NC11217,"BURRIL, MATTHEW",O,REP,NC,11,110310.93
H0NC11225,"KING, JOSEPH WAYNE MR. II",O,REP,NC,11,59140.55
H0NC11233,"CAWTHORN, DAVID MADISON",O,REP,NC,11,803058
H0NC11241,"OSBORNE, JOSEPH DARREN",O,REP,NC,11,252100
H0NC11258,"DRISCOLL, DAN",O,REP,NC,11,223668
H4NC12100,"ADAMS, ALMA SHEALEY",I,DEM,NC,12,587556.83
H0NC12124,"BREWSTER, BILLY JOEL",C,REP,NC,12,21950
H8NC08109,"HUFFMAN, SCOTT",C,DEM,NC,13,79011.54
H6NC13129,"BUDD, THEODORE P.",I,REP,NC,13,1702034.03
H0ND01042,"RAKNERUD, ZACHARY",C,DEM,ND,00,12587.73
H8ND00096,"ARMSTRONG, KELLY",I,REP,ND,00,834082.7
H0NE01112,"RAMSEY, BARBARA",C,DEM,NE,01,5720.81
H0NE01120,"BOLZ, KATE",C,DEM,NE,01,551144.02
H0NE01138,"OVIATT, NICHOLAS",C,REP,NE,01,203.2
H4NE01064,"FORTENBERRY, JEFFREY L. HONORABLE",I,REP,NE,01,892627.73
H0NE02169,"ASHFORD, ANN",C,DEM,NE,02,503333.55
H0NE02177,"FREEMAN, MORGANN",C,DEM,NE,02,5209
H0NE02185,"HARRISON, GLADYS LUCRETIA",C,DEM,NE,02,34276.27
H8NE02220,"EASTMAN, KARA",C,DEM,NE,02,1472660.48
H6NE02125,"BACON, DONALD J",I,REP,NE,02,2242575.54
H6NE03115,"SMITH, ADRIAN",I,REP,NE,03,1024890.13
H8NH01210,"PAPPAS, CHRIS",I,DEM,NH,01,2006803.04
H0NH01282,"MOWERS, MATT",C,REP,NH,01,571870.1
H0NH01290,"MAYBERRY, MATT",C,REP,NH,01,151651.77
H0NH02181,"KUSTER, ANN MCLANE",I,DEM,NH,02,2357791.86
H0NH02272,"CLEMMER, ELI DANTZLER",C,REP,NH,02,9162.21
H8NH02275,"NEGRON, STEVE",C,REP,NH,02,287214.32
H8NH02283,"BLANKENBEKER, LYNNE",C,REP,NH,02,100065.86
H4NJ01084,"NORCROSS, DONALD W",I,DEM,NJ,01,1627782.39
H0NJ01207,"DUVALL, JOSHUA",C,REP,NJ,01,5413.42
H4NJ01118,"GUSTAFSON, CLAIRE H.",C,REP,NJ,01,2250
H0NJ02163,"BENNETT, ASHLEY",C,DEM,NJ,02,9309
H0NJ02171,"KENNEDY, AMY",C,DEM,NJ,02,1542202.43
H0NJ02197,"HARRISON, BRIGID CALLAHAN",C,DEM,NJ,02,450486.01
H0NJ02205,"FRANCIS, JOHN HULL MR III",C,DEM,NJ,02,13515.2
H8NJ02174,"CUNNINGHAM, WILLIAM",C,DEM,NJ,02,175219.64
H0NJ02148,"PATTERSON, ROBERT",C,REP,NJ,02,286404.83
H8NJ02166,"VAN DREW, JEFF MR",I,REP,NJ,02,2655679.89
H8NJ02182,"FITZHERBERT, BRIAN",C,REP,NJ,02,35312.2
H8NJ03206,"KIM, ANDY",I,DEM,NJ,03,4440169.25
H0NJ02155,"RICHTER, DAVID",C,REP,NJ,03,807807.25
H0NJ03203,"NOVAK, JOHN J",C,REP,NJ,03,60380
H0NJ03211,"GIBBS, KATE",C,REP,NJ,03,291290
H0NJ04128,"APPLEFIELD, DAVID",C,DEM,NJ,04,269673.64
H0NJ04136,"KASZUBA, TIFFANY LYNN",C,DEM,NJ,04,20939.72
H0NJ04144,"CONFORTI, CHRISTINE MARIE",C,DEM,NJ,04,27863.68
H0NJ04151,"SCHMID, STEPHANIE",C,DEM,NJ,04,477440.83
H0NJ04169,"SHEHADEH, HASSAN",C,DEM,NJ,04,1000
H0NJ04177,"KEADY, JAMES",C,DEM,NJ,04,24280.8
H8NJ04014,"SMITH, CHRISTOPHER H",I,REP,NJ,04,954321.98
H0NJ05208,"KREIBICH, ARATI",C,DEM,NJ,05,570895.86
H6NJ05171,"GOTTHEIMER, JOSH",I,DEM,NJ,05,5665091.41
H0NJ05166,"BALDINI, JAMES",C,REP,NJ,05,12991.97
H0NJ05174,"PALLOTTA, FRANK",C,REP,NJ,05,693330.4
H0NJ05182,"DALRYMPLE, JON JR.",C,REP,NJ,05,700
H0NJ05190,"GHASSALI, MIKE",C,REP,NJ,05,948734.15
H0NJ05216,"DIRISIO, DANA",C,REP,NJ,05,5375
H0NJ05224,"CASTILLO, HECTOR L DR",C,REP,NJ,05,279129.23
H8NJ05136,"MCCANN, JOHN JOSEPH MR. JR.",C,REP,NJ,05,197918.37
H0NJ06206,"CIRINCIONE, RUSSELL",C,DEM,NJ,06,62599.16
H0NJ06214,"HSU, JOHN",C,DEM,NJ,06,5396
H0NJ06222,"ROEILL, ZACHARY M",C,DEM,NJ,06,3470.09
H0NJ06248,"AL-KHATAHTBEH, AMANI",C,DEM,NJ,06,25020.8
H8NJ03073,"PALLONE, FRANK JR",I,DEM,NJ,06,2370258.39
H8NJ07223,"MALINOWSKI, TOM",I,DEM,NJ,07,4240800.69
H0NJ07253,"PHILLIPS, TOM",C,REP,NJ,07,14178
H0NJ07261,"KEAN, THOMAS H. JR.",C,REP,NJ,07,2113110.05
H8NJ07249,"BARSOOM, RAAFAT",C,REP,NJ,07,9200
H0NJ08129,"OSEGUERA, HECTOR OMAR JR.",C,DEM,NJ,08,76275.49
H0NJ08145,"SHEEHAN, WILL",C,DEM,NJ,08,19000.29
H6NJ13191,"SIRES, ALBIO",I,DEM,NJ,08,370157.87
H0NJ09176,"SPEZAKIS, ZINOVIA",C,DEM,NJ,09,280489.78
H0NJ09184,"BASARAN, ALPASLAN",C,DEM,NJ,09,80432
H4NJ09095,"WILDES, MICHAEL",C,DEM,NJ,09,48388.9
H6NJ08118,"PASCRELL, WILLIAM J. HON. JR.",I,DEM,NJ,09,1192930.3
H0NJ09192,"WALSH, TIMOTHY",C,REP,NJ,09,4726.1
H0NJ09200,"PREMPEH, WILLIAM SREBOE",C,REP,NJ,09,3768
H0NJ10190,"FLORA, JOHN J",C,DEM,NJ,10,14701.34
H0NJ10208,"MAZO, EUGENE D.",C,DEM,NJ,10,41290
H2NJ10154,"PAYNE, DONALD M., JR.",I,DEM,NJ,10,376441.3
H8NJ11142,"SHERRILL, MIKIE",I,DEM,NJ,11,4347175.75
H0NJ07279,"BECCHI, ROSEMARY",C,REP,NJ,11,840419.23
H0NJ11131,"PRIJTEN, REINIER",C,REP,NJ,11,6160
H4NJ12149,"COLEMAN, BONNIE WATSON",I,DEM,NJ,12,544901.35
H0NJ12204,"RAZZOLI, MARK",C,REP,NJ,12,3065.2
H0NJ12196,"RUBIN, ZADOK",C,PPY,NJ,12,2.5
H8NM01331,"HAALAND, DEBRA",I,DEM,NM,01,1404809.43
H0NM01189,"GARCIA HOLMES, MICHELLE",C,REP,NM,01,212927.34
H0NM01197,"VANDER DUSSEN, JARED",C,REP,NM,01,189935
H0NM03094,"KOKINADIS, BRETT",O,REP,NM,01,66750.94
H8NM02248,"TORRES SMALL, XOCHITL",I,DEM,NM,02,4605777.05
H0NM02211,"MATHYS, CHRIS",C,REP,NM,02,316132
H0NM02229,"CHASE, CLAIRE",C,REP,NM,02,1387233.55
H8NM02156,"HERRELL, STELLA YVETTE",C,REP,NM,02,1300327.28
H0NM02237,"JONES, STEVE MR.",C,IND,NM,02,6748.92
H0NM03078,"SANCHEZ, JOSEPH LOUIS",O,DEM,NM,03,203284.61
H0NM03102,"LEGER, TERESA",O,DEM,NM,03,1624376.26
H0NM03110,"PLAME, VALERIE",O,DEM,NM,03,2273938.23
H0NM03136,"SERNA, MARCO",O,DEM,NM,03,723723.15
H0NM03144,"APODACA, ROB",O,DEM,NM,03,103762.06
H0NM03151,"MONTOYA, LAURA",O,DEM,NM,03,51673
H0NM03177,"TISDEL, KYLE J.",O,DEM,NM,03,73455.82
H0NM03185,"BLAIR, JOHN",O,DEM,NM,03,426697.98
H8NM03196,"LUJAN, BEN R MR.",I,DEM,NM,03,6331746.82
H0NM03169,"BROWN, AUDRA LEE",O,REP,NM,03,12964.93
H0NM03193,"BEDONIE, KAREN E.",O,REP,NM,03,42144.28
H0NM03201,"JOHNSON, ALEXIS M",O,REP,NM,03,21111.12
H0NM03227,"GOLDEN MORPER, ANASTACIA (ANISE)",O,REP,NM,03,41246.22
H8NM03170,"MONTOYA, HARRY B",O,REP,NM,03,21506
H8NV03036,"TITUS, DINA",I,DEM,NV,01,532609.47
H0NV01219,"LARIOS-ELIAS, CITLALY",C,REP,NV,01,5130
H0NV01227,"ELLIOTT, JOSH DENNIS MR. JR.",,REP,NV,01,5000
H0NV02209,"ACKERMAN, PATRICIA GERALDENE MS.",C,DEM,NV,02,118237.22
H0NV02217,"COHEN, EDWARD G.",C,DEM,NV,02,72167.75
H0NV02233,"SCHIFFMAN, STEVEN",C,DEM,NV,02,150000
H6NV02255,"SHEPHERD, RICK",C,DEM,NV,02,4725.75
H8NV02095,"KOBLE, CLINT MATTHEW MR.",C,DEM,NV,02,142419.53
H2NV02395,"AMODEI, MARK EUGENE",I,REP,NV,02,583377.57
H8NV02129,"HURLEY, JESSE DOUGLAS",C,REP,NV,02,0
H6NV04020,"LEE, SUSIE",I,DEM,NV,03,3229726.12
H0NV03108,"WALKERLIEB, ZACHARY",C,REP,NV,03,38419.05
H0NV03116,"SCHWARTZ, DAN",C,REP,NV,03,774285.6
H0NV03124,"HELGELIEN, TIGER",C,REP,NV,03,12191.26
H0NV03132,"RODIMER, DAN",C,REP,NV,03,889141.37
H0NV03173,"ROBINSON, MINDY",C,REP,NV,03,36155.86
H0NV04130,"D'AYR, STEFFANIE GABRIELLE MS.",C,DEM,NV,04,1393.71
H2NV04011,"HORSFORD, STEVEN ALEXZANDER",I,DEM,NV,04,2396630.38
H0NV04015,"MARCHANT, JIM",C,REP,NV,04,646029.47
H0NV04023,"PETERS, SAMUEL JAMES MR",C,REP,NV,04,312752.83
H0NV04031,"NAVARRO, CHARLES",C,REP,NV,04,125252.78
H0NV04056,"SUTTON, LISA SONG",C,REP,NV,04,424766.84
H0NV04064,"BLUNDO, LEO",C,REP,NV,04,59009.07
H0NV04072,"REED, RANDI",C,REP,NV,04,162020.08
H0NV04080,"CATHERINE, PRATO",C,REP,NV,04,37670
H0NV04114,"WOOD, REBECCA",C,REP,NV,04,17609.21
H0NV04049,"ESTEBAN, JONATHAN ROYCE MR.",C,LIB,NV,04,2788.06
H0NY01186,"GOROFF, NANCY",C,DEM,NY,01,2682497.83
H0NY01202,"FLEMING, BRIDGET",C,DEM,NY,01,890870.23
H0NY01210,"FISCHER, GREGORY-JOHN",C,DEM,NY,01,100
H8NY01155,"GERSHON, PERRY",C,DEM,NY,01,1744450.6
H8NY01148,"ZELDIN, LEE MICHAEL",I,REP,NY,01,4832691.17
H0NY02192,"GORDON, JACQUELINE",O,DEM,NY,02,1753474.31
H0NY02200,"LALOTA, NICHOLAS JOSEPH",O,REP,NY,02,164801.42
H0NY02234,"GARBARINO, ANDREW",O,REP,NY,02,488566
H0NY02259,"KUDLER, ROBERT",O,REP,NY,02,0
H0NY02267,"LIPETRI, MIKE",O,REP,NY,02,235048
H2NY03089,"KING, PETE",I,REP,NY,02,611089.51
H0NY03059," WEINSTOCK, MICHAEL S",C,DEM,NY,03,89733
H0NY03075,"D'ARRIGO, MELANIE",C,DEM,NY,03,189663.32
H6NY03247,"SUOZZI, THOMAS",I,DEM,NY,03,2231984.62
H0NY03083,"DEVOLDER-SANTOS, GEORGE ANTHONY",C,REP,NY,03,145486
H8NY03177,"SAUBERMAN, JOSHUA A",C,IND,NY,03,127
H4NY04075,"RICE, KATHLEEN",I,DEM,NY,04,697717.09
H0NY04123,"RAISER, STEVE",C,REP,NY,04,37265
H0NY04149,"GROSZ, CINDY",C,REP,NY,04,15594.96
H0NY04156,"TUMAN, DOUGLAS",C,REP,NY,04,35058.74
H0NY05070,"CHOWDHURY, SHANIYAT",C,DEM,NY,05,123282.68
H8NY06048,"MEEKS, GREGORY W.",I,DEM,NY,05,1494399.49
H0NY05088,"LAL, AMIT",C,IND,NY,05,5200
H0NY06060,"CHOI, SANDRA",C,DEM,NY,06,22166.79
H0NY06078,"GAGARIN, MELQUIADES MR.",C,DEM,NY,06,72636.68
H2NY06116,"MENG, GRACE",I,DEM,NY,06,1084123.61
H0NY06086,"ZMICH, THOMAS",C,REP,NY,06,106965
H0NY07092,"PRINCE, PAPERBOY LOVE",C,DEM,NY,07,7247.17
H2NY00010,"VELAZQUEZ, NYDIA M.",I,DEM,NY,07,627846.69
H0NY07084,"PEREIRA, AVERY MR",C,REP,NY,07,2760
XXXXXXXXX,"KELLY, BRIAN",R,REP,NY,07,9999
H2NY10092,"JEFFRIES, HAKEEM",I,DEM,NY,08,3375371.54
H0NY09080,"JAMES, ISIAH",C,DEM,NY,09,21418.01
H0NY09098,"HUBBARD, ALEXANDER",C,DEM,NY,09,20474.8
H0NY09106,"HILLER, MICHAEL STEVEN MR.",C,DEM,NY,09,232249.59
H0NY09114,"DEUTSCH, CHAIM",C,DEM,NY,09,224591.23
H4NY11138,"CLARKE, YVETTE  D.",I,DEM,NY,09,968767.57
H8NY09158,"BUNKEDDEKO, ADEM",C,DEM,NY,09,568849.67
H8NY09174,"GAYOT, LUTCHI",C,DEM,NY,09,9768.46
H0NY10062,"FRANKEL, AMANDA PEARL",C,DEM,NY,10,17159.82
H0NY10070,"BOYLAN, LINDSEY",C,DEM,NY,10,1147954.65
H0NY10096,"HERZOG, JONATHAN",C,DEM,NY,10,58022.17
H0NY10138,"WYMAN, ROBERT MARK (BOB)",C,DEM,NY,10,6572.9
H2NY17071,"NADLER, JERROLD L.",I,DEM,NY,10,1437311.77
H8NY10081,"LYNCH, HOLLY",C,DEM,NY,10,568105.49
H0NY10112,"BERNSTEIN, CATHY",C,REP,NY,10,12269.79
H0NY10120,"STEVENSON, DYLAN MR",C,REP,NY,10,2561
H0NY10088,"NIGRO, JEANNE",C,IND,NY,10,24622.78
H0NY10146,"MADRID, MICHAEL",,LIB,NY,10,12180
H8NY11113,"ROSE, MAX",I,DEM,NY,11,5748782.35
H0NY11078,"MALLIOTAKIS, NICOLE",C,REP,NY,11,1771354.69
H0NY11086,"SALADINO, JOSEPH PETER",C,REP,NY,11,68704.22
H0NY11094,"CALDARERA, JOSEPH MATTHEW",C,REP,NY,11,151818.12
H0NY12175,"ASHCRAFT, LAUREN",C,DEM,NY,12,167690.27
H0NY12183,"VLADIMER, ERICA ARDEN",C,DEM,NY,12,31645.51
H0NY12191,"HARRISON, PETER",C,DEM,NY,12,51739.99
H2NY14037,"MALONEY, CAROLYN B.",I,DEM,NY,12,2420662.82
H8NY12129,"PATEL, SURAJ",C,DEM,NY,12,1092139.68
H0NY13108,"HABERSHAM, RICHARD PARNELL MR",C,DEM,NY,13,81182.16
H0NY13124,"KEITH, JAMES FELTON",C,DEM,NY,13,101779.54
H0NY13140,"RODRIGUEZ, RAMON",C,DEM,NY,13,7015
H2NY13096,"ESPAILLAT, ADRIANO",I,DEM,NY,13,873433.15
H0NY13165,"GWINN, LOVELYNN",C,REP,NY,13,6163
H0NY14304,"KHAN, BADRUN",C,DEM,NY,14,68498.11
H0NY14338,"CABRERA, FERNANDO",C,DEM,NY,14,71110.38
H0NY14346,"CARUSO-CABRERA, MICHELLE",C,DEM,NY,14,3383279.78
H8NY15148,"OCASIO-CORTEZ, ALEXANDRIA",I,DEM,NY,14,12659757.46
H0NY14239,"HERNANDEZ, MIGUEL",C,REP,NY,14,25310.64
H0NY14247,"PAPAZIAN, RUTH MS",C,REP,NY,14,29597
H0NY14254,"TUCKER, ANTOINE MR.",C,REP,NY,14,82747.01
H0NY14262,"BUTLER, JINEEA",C,REP,NY,14,337895.88
H0NY14270,"MURRAY, SCHERIE",C,REP,NY,14,749632.16
H0NY14296,"CUMMINGS, JOHN C.",C,REP,NY,14,3291224.06
H0NY14312,"CRUZ, ISRAEL ORTEGA",C,REP,NY,14,4482.95
H0NY15152,"ORTIZ, JONATHAN",O,DEM,NY,15,9505.55
H0NY15160,"TORRES, RITCHIE JOHN",O,DEM,NY,15,1715179.08
H0NY15178,"RAMOS, TOMAS",O,DEM,NY,15,76973
H0NY15186,"DIAZ, RUBEN REV. SR",O,DEM,NY,15,220334.83
H0NY15194,"BLAKE, MICHAEL ALEXANDER",O,DEM,NY,15,997152.69
H0NY15236,"BASORA, FRANGELL",O,DEM,NY,15,11138.08
H0NY15244,"MARK-VIVERITO, MELISSA",O,DEM,NY,15,363020.29
H0NY15251,"CINTRON, MARLENE",O,DEM,NY,15,25297.08
H0NY15269,"RODRIGUEZ, YDANIS",O,DEM,NY,15,191409
H0NY15277,"LOPEZ, SAMELYS",O,DEM,NY,15,417408.99
H0NY15293,"NEWSOME, CHIVONA RENEE",O,DEM,NY,15,38594.45
H0NY15301,"TAPPER, MARLENE J",O,DEM,NY,15,29642.95
H0NY18065,"SERRANO, JOSE E.",I,DEM,NY,15,17751
H0NY16127,"BELVIN, KENNETH LEWIS III",C,DEM,NY,16,3575.41
H0NY16135,"GHEBREGHIORGIS, ANDOM A.",C,DEM,NY,16,214727.83
H0NY16143,"BOWMAN, JAMAAL",C,DEM,NY,16,2341960.53
H0NY16150,"RAVELO, SAMUEL",C,DEM,NY,16,49690.45
H0NY16168,"FINK, CHRIS",C,DEM,NY,16,225034
H8NY19058,"ENGEL, ELIOT L.",I,DEM,NY,16,3206620.43
H0NY17174,"JONES, MONDAIRE",O,DEM,NY,17,1711914.95
H0NY17190,"BUCHWALD, DAVID",O,DEM,NY,17,1059148.18
H0NY17224,"CARLUCCI, DAVID",O,DEM,NY,17,432688.89
H0NY17240,"FINE, ALLISON HARRIS MS.",O,DEM,NY,17,369515.9
H0NY17257,"HERNANDEZ, ASHA CASTLEBERRY",O,DEM,NY,17,75925
H0NY17265,"FARKAS, EVELYN",O,DEM,NY,17,1519203.71
H0NY17273,"SCHLEIFER, ADAM",O,DEM,NY,17,5723605.13
H0NY17281,"PARKER, CATHERINE F",O,DEM,NY,17,130751.48
H8NY20056,"LOWEY, NITA M",I,DEM,NY,17,721941.04
H0NY17182,"BUCHANAN, JARRED MR.",O,REP,NY,17,0
H0NY17307,"GOTTESFELD, YEHUDIS",O,REP,NY,17,36927.87
H0NY17315,"MCARDLE SCHULMAN, MAUREEN B MRS",O,REP,NY,17,12236.74
H0NY17208,"EISEN, JOSH",O,IND,NY,17,1614836.2
H2NY22139,"MALONEY, SEAN PATRICK",I,DEM,NY,18,1998407.77
H0NY18172,"FARLEY, CHELE CHIAVACCI",C,REP,NY,18,872542.97
H4NY18109,"SMITH, SCOTT A",C,UNK,NY,18,1882.07
H8NY19181,"DELGADO, ANTONIO",I,DEM,NY,19,4322865.91
H0NY19188,"HAWATMEH, OLA",C,REP,NY,19,284969.82
H0NY19196,"GERMAN, ANTHONY",C,REP,NY,19,82271
H0NY19204,"VAN DE WATER, KYLE",C,REP,NY,19,20913.76
H8NY21203,"TONKO, PAUL DAVID",I,DEM,NY,20,1045854.6
H0NY20111,"JOY, ELIZABETH L",C,REP,NY,20,218041.63
H0NY20129,"SENEY, MICHAEL ROBERT",C,REP,NY,20,41823.4
H8NY21245,"COBB, TEDRA",C,DEM,NY,21,3933110.96
H4NY21079,"STEFANIK, ELISE M.",I,REP,NY,21,7745929.11
H8NY22151,"BRINDISI, ANTHONY",I,DEM,NY,22,3702950.13
H0NY22075,"SAGER, FRANKLIN WALTON MR.",C,REP,NY,22,5865.88
H0NY22083,"CORNWELL, STEPHEN",C,REP,NY,22,105561
H4NY22051,"TENNEY, CLAUDIA",C,REP,NY,22,952531.47
H6NY22098,"PHILLIPS, GEORGE KARL MR",C,REP,NY,22,229305.36
H0NY23123,"NOREN, SCOTT A",C,DEM,NY,23,58285.39
H8NY23183,"MITRANO, TRACY",C,DEM,NY,23,787341.73
H0NY29054,"REED, THOMAS W",I,REP,NY,23,2468736.98
H0NY24055,"MISSO, ROGER",C,DEM,NY,24,428700.32
H0NY24063,"CONOLE, FRANCIS",C,DEM,NY,24,960755.31
H8NY24090,"BALTER, DANA",C,DEM,NY,24,1126748.48
H4NY24073,"KATKO, JOHN M",I,REP,NY,24,2365617.55
H8NY25105,"MORELLE, JOSEPH D",I,DEM,NY,25,1076345.19
H8NY25113,"WILT, ROBIN",C,DEM,NY,25,162053.67
H0NY25094,"MITRIS, GEORGE MR.",C,REP,NY,25,51723.88
H0NY26068,"EGRIU, EMIN",C,DEM,NY,26,27945
H4NY27076,"HIGGINS, BRIAN",I,DEM,NY,26,873187.3
H8NY27176,"MCMURRAY, NATHAN",C,DEM,NY,27,804017.86
H0NY27090,"JACOBS, CHRISTOPHER L.",C,REP,NY,27,1617897.41
H0NY27116,"ORTT, ROBERT G",C,REP,NY,27,210565
H0NY27132,"MYCHAJLIW, STEFAN IWAN JR.",C,REP,NY,27,109116.12
H8NY29032,"COLLINS, CHRISTOPHER C",I,REP,NY,27,517605.63
H0NY27108,"PARLATO, BETH",C,CRV,NY,27,680174.77
H0NY27082,"WHITMER, DUANE JAMES",C,LIB,NY,27,33493.15
H0OH01081,"FOSTER, NIKKI",C,DEM,OH,01,585484.73
H0OH01099,"SCHRODER, KATE",C,DEM,OH,01,1434401.02
H8OH01084,"WEAVER, LAURA ANN",C,DEM,OH,01,3119
H8OH01043,"CHABOT, STEVE",I,REP,OH,01,1987002.24
H0OH01115,"KAHN, KEVIN",C,LIB,OH,01,4486.98
H0OH02139,"CASTLE, JAIME",C,DEM,OH,02,124641.26
H2OH02085,"WENSTRUP, BRAD DR.",I,REP,OH,02,1219999.04
H0OH03103,"HARPER, MORGAN",C,DEM,OH,03,858170.46
H2OH03125,"BEATTY, JOYCE",I,DEM,OH,03,1959574.08
H0OH03129,"MOSS, NICHOLAS D",C,OTH,OH,03,145.62
H0OH04093,"FRESHOUR, SHANNON",C,DEM,OH,04,773579.32
H0OH04101,"LARSEN, MIKE",C,DEM,OH,04,231258.06
H6OH04082,"JORDAN, JAMES D.",I,REP,OH,04,9185517.1
H0OH04119,"GIBBS, CHRIS",C,IND,OH,04,66114.2
H0OH05074,"RUBANDO, NICK",C,DEM,OH,05,148468.78
H0OH05082,"CARRIGAN, MICHAEL XAVIER",C,DEM,OH,05,6279.71
H8OH05036,"LATTA, ROBERT EDWARD",I,REP,OH,05,1163329.29
H8OH06133,"ROBERTS, SHAWNA",C,DEM,OH,06,261.84
H0OH06189,"JOHNSON, BILL",I,REP,OH,06,1407155.16
H0OH06221,"MORGAN, KENNETH F. III",C,REP,OH,06,1685.63
H0OH18077,"GIBBS, ROBERT",I,REP,OH,07,579046.73
H0OH07146,"LAPE, BRANDON MICHAEL",C,LIB,OH,07,3123
H8OH08097,"ENOCH, VANESSA L. DR.",C,DEM,OH,08,15861.92
H6OH08315,"DAVIDSON, WARREN",I,REP,OH,08,746267.49
H2OH09031,"KAPTUR, MARCY HON.",I,DEM,OH,09,768292.44
H0OH09167,"WEBER, ROBERT MARION",C,REP,OH,09,88986.2
H0OH10116,"TIMS, DESIREE",C,DEM,OH,10,610402.59
H0OH10132,"MOYER, ERIC",C,DEM,OH,10,11569.14
H0OH10124,"FLANDERS, KATHI",C,REP,OH,10,11487.25
H2OH03067,"TURNER, MICHAEL R",I,REP,OH,10,1112736.1
H0OH11114,"HOOD, MICHAEL",C,DEM,OH,11,500
H0OH11122,"SHABAZZ, TARIQ KHAJUAN",C,DEM,OH,11,1143.9
H8OH11141,"FUDGE, MARCIA L.",I,DEM,OH,11,551686.49
H0OH11072,"MANDEL, JOSHUA A",C,REP,OH,11,693861.97
H0OH11080,"TAYLOR, SHALIRA LISA",C,REP,OH,11,6719.3
H0OH11098,"GORE, LAVERNE",C,REP,OH,11,21678.87
H0OH11106,"SCHULZ, JONAH",C,REP,OH,11,3398
H0OH12161,"BELL, JENNIFER ANN",C,DEM,OH,12,9317.38
H0OH12179,"SHEARER, ALAINA",C,DEM,OH,12,456311.77
H8OH12180,"BALDERSON, WILLIAM TROY",I,REP,OH,12,1336984.03
H0OH12229,"STEWART, JOHN",,LIB,OH,12,99995
H2OH17109,"RYAN, TIMOTHY",I,DEM,OH,13,870293.85
H0OH13201,"SANTOS, ROBERT",C,REP,OH,13,5450
H8OH13154,"LYRAS, LOUIS GEORGE",C,REP,OH,13,122915.31
H8OH16108,"HAGAN, CHRISTINA",C,REP,OH,13,227947.53
H0OH14084,"MUERI, HILLARY O'CONNOR",C,DEM,OH,14,354733.15
H2OH14064,"JOYCE, DAVID P",I,REP,OH,14,2244871.43
H0OH15149,"NEWBY, JOEL III",C,DEM,OH,15,13451.82
H0OH15156,"HUNT, SHELBY XAVIER",C,REP,OH,15,2880
H8OH15076,"STIVERS, STEVE MR.",I,REP,OH,15,2204772.77
H8OH16090,"GODFREY, AARON PAUL",C,DEM,OH,16,15188.85
H8OH16124,"GONZALEZ, ANTHONY E",I,REP,OH,16,1735200.36
H0OK01147,"ASAMOA-CAESAR, KOJO",C,DEM,OK,01,74500.41
H8OK01157,"HERN, KEVIN",I,REP,OK,01,916980.16
H0OK02210,"LANIER, DANYELL",C,DEM,OK,02,12165.02
H2OK02083,"MULLIN, MARKWAYNE MR.",I,REP,OK,02,1266204.22
H4OK06056,"LUCAS, FRANK D.",I,REP,OK,03,620627.38
H8OK04094,"BRANNON, MARY",C,DEM,OK,04,2130.22
H2OK04055,"COLE, TOM",I,REP,OK,04,1270646.96
H6OK04114,"TAYLOR, JAMES",C,REP,OK,04,700
H0OK05155,"GUILD, THOMAS EUGENE",C,DEM,OK,05,12943.38
H8OK05109,"HORN, KENDRA",I,DEM,OK,05,3673976.56
H0OK05197,"GREENE, DAVID",C,REP,OK,05,6553.85
H0OK05205,"BICE, STEPHANIE",C,REP,OK,05,1190298.32
H0OK05213,"NEESE, TERRY",C,REP,OK,05,1038978.7
H0OK05247,"HILL, DAVID KIMMELL SR.",C,REP,OK,05,643388.82
H0OK05254,"BARRESI, JANET",C,REP,OK,05,627855.65
H0OK05262,"VANSANT, MERIDETH",C,REP,OK,05,59363.15
H0OK05270,"RAHIMI, MILES V",C,REP,OK,05,59497.52
H0OK05288,"LANDON, SHELDON (SHELLI) ELIZABETH DR ",C,REP,OK,05,11535.23
H0OK05296,"BALLARD, MICHAEL",C,REP,OK,05,1725
H0OK05304,"MERRICK, JAKE A",,REP,OK,05,8564.85
H0OR01160,"SIEBE, AMANDA NICOLE MS",C,DEM,OR,01,8794.7
H0OR01186,"BRIONES, HEIDI",C,DEM,OR,01,24778.93
H2OR01133,"BONAMICI, SUZANNE",I,DEM,OR,01,670219.1
