name,state,description,website,donation_url,logo_url,issues
Voterise,UT,"A nonpartisan nonprofit dedicated to increasing registration and engagement among 18 to 29-year-olds and underrepresented groups. As part of the 2020 Challenge project that commemorates the upcoming anniversary of the 19th amendment, 1000 women members have engaged 13,000 new registrants. Now it’s conducting a powerful GOTV Program campaign to ensure a high level of turnout among registrants.",https://voterise.org/,,https://wp.movement.vote/wp-content/uploads/Voterise_logo-250x250.jpg,Voting Rights
Rights and Democracy Vermont,VT,Rights and Democracy is a People’s Action affiliate expanding into Vermont. They do strong vote work to hold elected officials accountable and advance campaigns for economic and climate justice. They also have a strong youth organizing and civic engagement program.,http://www.radvt.org/,https://secure.actblue.com/contribute/page/mvmt-vt-rights-democracy-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/RightsDemocracy-logo-250x250.jpg,"Climate / Environment, Economic Justice"
Chesapeake Climate Action Network,VA,"Chesapeake Climate Action Network has a 15-year record of organizing and policy victories in Virginia, Washington, D.C. and Maryland, working to build a diverse and powerful movement to put the region on a path to climate stability. With over 14,000 supporters in Virginia, CCAN mobilizes activists and works side by side with groups throughout the state to take on the biggest climate threats and opportunities, fighting dirty fracked gas infrastructure and incentivizing clean energy such as wind, solar and energy efficiency investments.",http://chesapeakeclimate.org/,,https://wp.movement.vote/wp-content/uploads/ChesapeakeClimateActionNetwork-logo-250x250.jpg,Climate / Environment
New Virginia Majority,VA,"Statewide voter registration and organizing powerhouse with strength in the African American and immigrant communities in the Northern Virginia, Richmond, and Tidewater regions. Currently undertaking a historic program to register and engage over 175,000 new voters.",http://www.newvirginiamajority.org/,https://secure.actblue.com/contribute/page/mvmt-va-new-virginia-majority-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/NewVirginiaMajority-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Reproductive Justice, Voting Rights"
Virginia Organizing,VA,"Virginia Organizing is a long-standing and major player in the state’s political landscape organizing multiple constituencies and across issues. They run year-round civic engagement programs including restoration of voting rights for former felons, and have a grassroots presence in every state legislative district. Affiliated with People’s Action and works with Center for Community Change on many campaigns.",http://www.virginia-organizing.org/,https://secure.actblue.com/contribute/page/mvmt-va-virginia-organizing-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/VirginiaOrganizing-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
Virginia Student Environmental Coalition,VA,"The Virginia Student Environmental Coalition is devoted to unifying students across Virginia to create a network for advocacy, education, and action around environmental justice issues. They are building out 10 campus teams of 4 to 7 volunteers who will register 1500 young people to vote for climate and get them to vote from the op of the ticket down.",http://www.vsecoalition.org/,,https://wp.movement.vote/wp-content/uploads/VirginiaStudentEnvironmentalCoalition-logo-250x250.jpg,Climate / Environment
Virginia Student Power Network / Alliance,VA,"A statewide student organizing network at six campuses to fight the rise of college tuition, crushing student debt and push racial and social justice on-campus. Fiscally sponsored by New Virginia Majority/ New Virginia Majority Education Fund.",https://www.facebook.com/VAstudentpower,https://secure.actblue.com/contribute/page/mvmt-va-virginia-student-power-network-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/VirginiaStudentPowerNetwork-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice, Reproductive Justice"
Greater Spokane Progress,WA,"A locally-led and independent collaborative network of over 30 diverse organizations. They connect, coordinate, and support diverse organizations. With each campaign, they build long-term capacity and are working towards ending mass incarceration and eliminating disparities in the local criminal justice system.",http://smartjusticespokane.org/,,https://wp.movement.vote/wp-content/uploads/SmartJustice.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
OneAmerica / OneAmerica Votes,WA,"The hub for immigrant organizing in Washington, including Latino, African, and Asian communities. They have registered over 24,000 voters since their founding post-9/11, and have helped advance immigrant rights and racial justice in the state. OneAmerica is an affiliate of People’s Action.",http://weareoneamerica.org/,,https://wp.movement.vote/wp-content/uploads/OneAmerica-logo-250x250.jpg,"Immigrant Rights, Racial Justice"
Washington Bus,WA,"The state’s Alliance for Youth Action affiliate combines creative tactics and policy work to knock down the barriers for youth civic engagement. They have also rolled out a youth agenda, and do solid youth-led vote work.",http://www.washingtonbus.org/,https://secure.actblue.com/contribute/page/mvmt-wa-washington-bus-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WashingtonBus-logo-250x250.jpg,Voting Rights
Washington Community Action Network / Education Fund,WA,"Washington CAN is the state’s largest grassroots organization and an affiliate of People’s Action, with over 40,000 members working on a range of consumer protection, economic justice, and racial justice issues. They can also do election work at significant scale.",http://washingtoncan.org/,https://secure.actblue.com/contribute/page/mvmt-wa-washington-community-action-network-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WashingtonCommunityActionNetwork-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice"
Working Washington,WA,"An affiliate of the Center for Popular Democracy, they are a powerful and growing economic justice group that organizes low-wage workers and working families. They have significant field capacity for vote work.",http://www.workingwa.org,https://secure.actblue.com/contribute/page/mvmt-wa-working-washington-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WorkingWashington-logo-250x250.jpg,Economic Justice
West Virginia Citizen Action Group,WV,"A statewide progressive grassroots network advocating for better public policy, individual rights, clean environment and a stronger democratic process for more than 30 years. Through research, education, lobbying, organizing and coalition building WV CAG seeks to increase the voice of the average citizen.",https://wvcag.org/,,https://wp.movement.vote/wp-content/uploads/wv_citizenaction-250x250.jpeg,"Climate / Environment, Economic Justice, Healthcare, Voting Rights"
West Virginia FREE / West Virginia FREE Action Fund,WV,"West Virginia Free is working to ensure the reproductive health of women and people who can get pregnant at the state and national level. They are broadening the base of active and vocal support for reproductive justice and expanding understanding of health and rights to engage supporters and the public during elections. Currently, they are also mobilizing to defeat dangerous state amendments that affect women’s bodies and will be on the ballot in November.",,,https://wp.movement.vote/wp-content/uploads/29356166_1707750525930182_6710747973204049920_n-250x250.jpg,"Healthcare, Reproductive Justice"
West Virginia Healthy Kids & Families Coalition and Our Vote Our Future,WV,National People’s Action affiliated organizations in West Virginia. Significant statewide turnout capacity and ability to target swing vote State House races. Our Vote Our Future has formed a candidate pipeline doing trainings and recruitment of state legislative candidates across WVA.,http://wvhealthykids.org/,,https://wp.movement.vote/wp-content/uploads/GrowingHealthyChildren-logo-250x250.jpg,
West Virginia Working Families Party,WV,"In one year, it became a powerful new force statewide, initiating the now national strike movement through escalation tactics with public employees and grassroots supporters. Coming off the victory of nearly 90% of their endorsed candidates in the May primary election, WV WFP has been working directly with candidates and local activists to support candidates statewide. They plan to reach 100,000 voters who are ready for new leadership.",http://workingfamilies.org/states/west-virginia/,,https://wp.movement.vote/wp-content/uploads/WF.png,"Climate / Environment, Economic Justice, Education, End Mass Criminalization, Healthcare, Immigrant Rights, LGBTQ, Racial Justice, Voting Rights"
Black Leaders Organizing Communities (BLOC),WI,"BLOC is working to uplift Black citizens, leaders, and businesses in the community by investing in building long-term power, taking political action, and empowering Black leaders with tools so that their issues are represented at all levels of government. BLOC builds transformational relationships with communities of color through organizing, silent canvasses, conversation, and engaging Wisconsinites year-round. The major black voter engagement organization in Wisconsin, BLOC is rooted in Milwaukee’s core north side black community, with expansion plans to inner-ring suburbs, as well as black communities in Racine and Kenosha. In 2018, their first year in existence, BLOC made 173,617 door attempts and talked to 14,278 people. Their 2020 plans include expanding their grassroots organizing and political education about criminal justice through relational organizing. BLOC is also the creator of silent canvassing, a creative new approach to canvassing, where candidates remain silent and prioritize listening to community members.",https://www.blocbybloc.org/,https://secure.actblue.com/donate/mvp-bloc?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackLeadersOrganizingForCommunitites_logo-250x250.jpg,"Economic Justice, Education, End Mass Criminalization, Racial Justice, Voting Rights"
Citizen Action of Wisconsin,WI,"A strong affiliate of People’s Action that runs top-notch civic engagement programs statewide. Citizen Action of Wisconsin has over 42,000 individual members and 123,000 supporters and is engaged in organizing campaigns on health care and economic justice.",http://www.citizenactionwi.org,https://secure.actblue.com/contribute/page/mvmt-wi-citizen-action-wisconsin-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CitizenActionofWisconsin-logo-250x250.jpg,"Economic Justice, Racial Justice, Voting Rights"
Fair Wisconsin,WI,"Fair Wisconsin Inc. works to build a fair, safe, and inclusive Wisconsin for all lesbian, gay, bisexual and transgender (LGBT) people by advancing, achieving, and protecting LGBT civil rights through lobbying, legislative advocacy, grassroots organizing, coalition building and electoral involvement.",https://fairwisconsin.com/,,https://wp.movement.vote/wp-content/uploads/fair-wisconsin-logo-250x250.png,LGBTQ
"Freedom, Inc. / Freedom Inc Action Fund",WI,"A visionary non-profit engaging low to no-income communities of color in Dane County to achieve social justice through coupling direct service, leadership development, and community organizing. It seeks to end violence against women, children, gender-non-conforming, and transgender folks within communities of color by challenging root causes of violence, poverty, and racism. Currently leading immigration justice efforts and organizing voter engagement.",https://www.freedom-inc.org/,https://secure.actblue.com/donate/mvp-freedom-inc?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/freedom-inc-logo-250x250.jpg,"Economic Justice, Healthcare, Immigrant Rights, LGBTQ, Racial Justice, Voting Rights"
Leaders Igniting Transformation (LIT) / LIT AF,WI,"Leaders Igniting Transformation (LIT) is a new organization led by youth of color. They engage in values-based issue and electoral organizing, direct action, advocacy for public policy, and leadership development. On campuses and communities in Milwaukee’s key geographies, they organize young people to build independent political power for social, racial and economic justice.",https://www.litmke.org/,https://secure.actblue.com/donate/mvmt-mn-lit-af-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/20155602_102209533791716_906682341957990980_n-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
Menikanaehkem Inc. - Community Rebuilders (Menominee Tribe),WI,"A grassroots organization based on the Menominee Reservation working to revitalize their communities. It provides a platform for health and wellness by leading by example, celebrating the sacredness of life, and embracing their strengths as a First Nations People. Its leading powerful multigenerational initiatives including the Women’s Retreats, Community Art, Energy Sovereignty, and the Protectors of the Menominee River.",https://www.menomineerebuilders.com,https://secure.actblue.com/donate/four-directions--inc--1?utf8=%E2%9C%93&amount=&commit=Contribute?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Menikanaehkem_logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, Healthcare, LGBTQ, Racial Justice"
One Wisconsin Now,WI,"One Wisconsin Now & Institute fights the conservative noise machine using research, communications and rapid response to influence media, members, decision-makers, and donors. A strong ProgressNow affiliate that helped create the new student loan debt movement, they’ve generated 10,000 media hits and have over 90,000 supporters. They have used innovative digital tactics to reach over 300,000 voters with student debt statewide.",http://onewisconsinnow.org/,https://secure.actblue.com/contribute/page/mvmt-wi-one-wisconsin-now-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OneWisconsinNow-logo-250x250.jpg,"Economic Justice, Voting Rights"
Our Wisconsin Revolution,WI,"Our Revolution Wisconsin is draining the swamp with people power. Building a member-led, populist political organization from the bottom up, they aim to take back power from elites and build a Wisconsin that is of, by, and for the people. They have chapters and organizing meetings all over the state doing base-building in the communities needed to win on issues and elections that matter.",https://ourwisconsinrev.com/,,https://wp.movement.vote/wp-content/uploads/OurWisconsinRevolution-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice, Voting Rights"
"Voces de la Frontera Action, Inc.",WI,"One of the strongest state-based immigrant rights organizations in the country. They held mass meeting across the state and then helped organize Wisconsin’s “Day without Latinos” which brought 40,000 people into the streets of Milwaukee. Voces de la Frontera Action and Voces de la Frontera has chapters in Milwaukee, Racine, Madison, Green Bay, Waukesha, and Walworth County, and a strong history of organizing the Latino vote.",http://vdlf.org/,https://secure.actblue.com/contribute/page/mvmt-wi-voces-de-la-frontera-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/VocesDeLaFrontera-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice"
WI Leadership Development Project (WiLD),WI,"A project launched to fundamentally do things differently. Rooted in the theory that our best opportunity to influence meaningful change is by making an intentional and ongoing investment in our people. In the first two years, it trained over 700 grassroots leaders and is now building a statewide community.",http://wildproj.org/,,https://wp.movement.vote/wp-content/uploads/WiLDProj_Logo-250x250.png,"Climate / Environment, Economic Justice, Education, Healthcare, Racial Justice"
Wisconsin Voices,WI,A strong State Voices table lifting up grassroots groups doing nonpartisan voter engagement.  The key group supporting youth and student organizing in Milwaukee and statewide.,http://wisconsinvoices.org/,https://secure.actblue.com/contribute/page/mvmt-wi-wisconsin-voices-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WisconsinVoices-logo-250x250.jpg,Voting Rights
Wisconsin Working Families Party,WI,"A grassroots independent political organization that fights for Wisconsin’s working families—working to raise the minimum wage, get big money out of politics, and advocate for racial justice.  WWFP has knocked on over 50,000 doors, led the Fight for 15, and successfully pushed Milwaukee and Dane counties to enact minimum wage increases.",http://workingfamilies.org/states/wisconsin/,https://secure.actblue.com/contribute/page/mvmt-wi-wisconsin-working-families-party-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WisconsinWorkingFamilies-logo-250x250.jpg,"Economic Justice, Racial Justice, Voting Rights"
WISDOM,WI,"A state-wide grassroots interfaith organization that includes participation from 160 congregations of 19 different religious traditions. WISDOM leads the ROC Wisconsin campaign, an effort to end mass incarceration in Wisconsin. Members and local affiliates have also been active in promoting immigrant rights, economic justice, public transit, and health care availability. WISDOM members statewide have been actively engaging state legislators on funding for public transportation at budget hearings. They mobilized 750 people to Madison for a rally, educational event, march on the capitol, and meetings with elected officials.",https://wisdomwisconsin.org/,,https://wp.movement.vote/wp-content/uploads/wisdom-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Healthcare, Immigrant Rights, Racial Justice, Voting Rights"
AAPIs for Civic Empowerment Education Fund,,"A hub that advances policies, campaigns, and issues that support low-income AAPIs through energized voter mobilization. It works to build organizers, organizations, and networks for a broad-based powerful AAPI political bloc and civic engagement infrastructure. They implement a range of multilingual and culturally competent statewide voter outreach strategies including door to door canvassing, phone banking, direct mail, text, and social media.",https://www.aapiforce-ef.org/,,https://wp.movement.vote/wp-content/uploads/AAPIsForCivicEmpowerment_logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
Action Together Network (ATN),,"An organization that supports and connects leaders of progressives grassroots groups and creators of resources to build relationships, capacity, and power. Through their work, they strive to build a strong and sustainable network of leaders. ATN currently connects over 800 leaders and creators in 50 states and 12 countries.",http://www.actiontogethernetwork.org/,https://secure.actblue.com/donate/atn?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ATN-Leaders-Network-Logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, End Mass Criminalization, Healthcare, Immigrant Rights, LGBTQ, Racial Justice, Religious Freedom, Reproductive Justice, Voting Rights"
Advance Native Political Leadership,,Advance Native Political Leadership is an emergent grassroots project that is working to build political power for Native communities by working towards equity in Native American representation in elected offices and building Native integrated voter engagement capacity.,https://advancenativepl.org/,,https://wp.movement.vote/wp-content/uploads/AdvanceNativePoliticalLeadership_logo-250x250.jpg,"Racial Justice, Voting Rights"
Alliance for Youth Action / Alliance for Youth Organizing,,"A scrappy and fierce youth-led network growing political power. They are the premier youth vote vehicle in the country and are uniting to strengthen democracy, fix the economy, and fight injustice. Some of their campaign work includes: Democracy Done Right ensuring voting is modern and accessible to all citizens, Broke AF to build an economy that works for all including a debt-free undergrad education, Turn Up Turn Out to energize young people to participate in elections, and capacity building to empower young people leading the movement.",https://www.allianceforyouthaction.org/,,https://wp.movement.vote/wp-content/uploads/AllianceForYouthAction_logo-250x250.png,"Economic Justice, Education, Voting Rights"
Beautiful Trouble,,"Beautiful Trouble is an action laboratory, toolbox and collaborative of 70 artist-activist strategist-trainers and 10+ leading creative campaign organizations helping grassroots movements be more creative and effective. Their book, training and strategy game — as well as their recently launched Trouble vs. Trump and Resistance Hotline initiatives — have been powering the resistance. Some of their early successes include bringing a new creative edge to the fight for fast food worker rights in LA.",http://beautifultrouble.org/,https://secure.actblue.com/contribute/page/mvmt-us-beautiful-trouble-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BeautifulTrouble-logo-250x250.jpg,
Bend the Arc Action Inc. / Bend the Arc: A Jewish Partnership for Justice,,"Bend the Arc Action is a movement of tens of thousands of progressive Jews from around the country that work to build a more just society. It is rising in solidarity with everyone threatened by the Trump agenda, holding elected officials accountable and winning local progressive victories. This year, they are organizing the largest Jewish campaign to flip Congress. Bend the Arc: A Jewish Partnership for Justice is helping a new generation of Jewish leaders take their place on the frontlines.",https://www.bendthearc.us/about,,https://wp.movement.vote/wp-content/uploads/bendthearc-250x250.jpeg,"Economic Justice, Immigrant Rights, Racial Justice, Religious Freedom, Voting Rights"
Beyond The Choir,,"Beyond The Choir partners with social justice organizations to craft resonant messaging, plan strategic campaigns, develop leaders, and mobilize larger bases of support. Past partners include #AllofUs, American Friends Service Committee, Beautiful Trouble, Chelsea Manning Support Network, #IfNotNow, Iraq Veterans Against the War, Occupy Wall Street, Occupy Our Homes, Rainforest Action Network, Veterans For Peace, Vets for Bernie, Working Families Party, and numerous local campaigns.",https://beyondthechoir.org/,https://secure.actblue.com/donate/beyond-the-choir?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BeyondtheChoir-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
Black Alliance for Just Immigration,,"BAJI educates and engages African American and black immigrant communities to organize and advocate for racial, social and economic justice, with Organizing Committees in New York, Georgia, California, and Arizona. They provide training and technical assistance, develop leadership skills, work with faith communities, and initiate dialogues with African Americans and black immigrants. BAJI’s flagship project is the Black Immigration Network (BIN), a national alliance that brings together black-led organizations and programs to advance just immigration policies and promote cultural shifts our communities need.",http://blackalliance.org/,https://secure.actblue.com/contribute/page/mvmt-us-black-alliance-for-just-immigration-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackAllianceforJustImmigration-logo-250x250.jpg,"Immigrant Rights, Racial Justice"
Black Church PAC,,"An initiative led by faith leaders on a mission to reclaim political power in communities and support the election of progressive righteous leaders committed to ending mass incarceration, voter suppression, and gun violence. They’ve endorsed candidates and are engaging voters to turn out for the next elections.",https://www.blackchurchpac.org/,,https://wp.movement.vote/wp-content/uploads/BlackChurchPAC_logo-250x250.jpg,"End Mass Criminalization, Voting Rights"
Black Lives Matter,,"The call to action that launched a renewal of movement for the basic human rights and dignity of black people in this country.  Launched by queer black women in the wake of the Trayvon Martin verdict, over the past 4 years BLM has transformed the narrative around race, police accountability, and the criminal justice system.  Black Lives Matter is a national network with 38 chapters mobilized and resisting anti-Black racism across the US.",http://blacklivesmatter.com/,,https://wp.movement.vote/wp-content/uploads/BlackLivesMatter-logo-250x250.jpg,"End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice"
Black Male Voter Project,,"The Black Male Voter Project is a national organization that engages Black men in the political process. As the only national organization of it’s kind focusing on the voting habits of Black men, they are increasing the number of super voters through intentional and authentic one-on-one conversations and relational organizing. They are active in 13 states including VA, NC, SC, GA, MS, FL, AL, TX, AR, OH, IN, NY, and NJ.",https://blackmalevoterproject.org/,,https://wp.movement.vote/wp-content/uploads/Black-Male-Voter-Project-logo-250x250.png,Voting Rights
Black Voters Matter Fund,,"Black Voters Matter Fund is dedicated to expanding Black voter engagement and increasing progressive power. Increasing voter registration and turnout is an important aspect of building power, but this is just the beginning of their work. They advocate for policies to expand voting rights/access, including expanded early voting, resisting voter ID, re-entry restoration of rights and strengthening the Voting Rights Act as well as policies that intersect with race, gender, economic and other aspects of equity. They help develop an infrastructure where little/none exists. This includes staff training, candidate development and network development.",https://www.blackvotersmatterfund.org/,https://secure.actblue.com/donate/black-voters-matter-fund-inc-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackVotersMatter-logo-250x250.png,"Economic Justice, Racial Justice, Voting Rights"
Black Youth Project 100 (BYP 100),,"A vibrant member-based youth activist and civic engagement organization, at the forefront of the movement for black lives and connecting it with other social justice issues. They are combining leadership development, advocacy, direct action, and vote work to build political power.",http://byp100.org,https://secure.actblue.com/contribute/page/mvmt-il-byp-100-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackYouthProject100-logo-250x250.jpg,"LGBTQ, Racial Justice"
Blackbird,,"Blackbird formed in the aftermath of Michael Brown’s death in Ferguson, MO.  They helped develop collaborative spaces as the center of organizing and match intense protests with base building in working class Black communities. They developed and coordinated the Movement for Black Lives conference that brought together about 1200 Black organizers, activists, community members, academics and racial justice leaders to learn together and build community. Blackbird now coordinates the Movement for Black Lives network.",http://action.movementforblacklives.org/,,https://wp.movement.vote/wp-content/uploads/Blackbird-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
Blackout Collective,,"The BlackOUT Collective is a full service Black Direct Action collective, which provides on the ground support, training and the opportunity for deep space visioning in communities that prioritize the liberation of Black people.",http://www.blackoutcollective.org/,https://secure.actblue.com/contribute/page/mvmt-us-blackout-collective-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackoutCollective-logo2-250x250.jpg,"End Mass Criminalization, Racial Justice"
CASA in Action,,"With nearly 100,000 lifetime members, CASA in Action is the Mid-Atlantic region’s largest electoral organization fighting for immigrant rights.  We have fought for immigration reform and to elect legislators in Maryland, Pennsylvania, and Virginia who will stand with our members in stopping deportations, fighting for access to driver’s licenses and fighting every day for social justice.",http:// www.casainaction.org,https://secure.actblue.com/donate/casa-in-action?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CASAdeVirginia-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
Center for Community Change Action,,"Dedicated to building the power and capacity of low-income people to change communities and policies for the better. They have a national economic justice initiative and a Retirement Security campaign. They are a convener of the nation’s largest coalition of immigrant rights groups known as FIRM. CCCA works with the Immigrant Voters Win PAC to engaged low propensity voters in Nevada, Colorado, and Florida to create a foundation on which to build.",https://www.cccaction.org/,,https://wp.movement.vote/wp-content/uploads/ccc-250x250.jpeg,"Economic Justice, Immigrant Rights, Racial Justice"
Center for Media Justice,,"The Center for Media Justice organizes under-represented constituencies for media rights, access, and representation to win social and economic justice. The Center for Media Justice houses the Media Action Grassroots Network, which advocates for critical issues such as open and affordable internet, fair representation, prison phone justice, and protection against police surveillance of communities of color.",http://centerformediajustice.org/,,https://wp.movement.vote/wp-content/uploads/CenterforMediaJustice-logo-250x250.jpg,"End Mass Criminalization, Racial Justice"
Center For Popular Democracy Action Fund / Center for Popular Democracy,,"A national network working to create equity, opportunity, and a dynamic democracy in partnership with high-impact base-building organizations, alliances, and progressive unions. It seeks to win an innovative pro-worker, pro-immigrant, racial and economic justice agenda by building powerful organizations, taking bold action together, and nurturing meaningful alliances. It provides tools for voter engagement. It has 82 staff, 50 affiliates, and partners in 126 cities.",https://populardemocracy.org/,,https://wp.movement.vote/wp-content/uploads/CenterForPopularDemocracy_logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, Healthcare, Immigrant Rights, Racial Justice, Voting Rights"
Center for Rural Strategies,,"The Center for Rural Strategies works to improve the lives and social conditions of rural Americans through accurate and compelling storytelling and media. They engage in public education, work with press to assist them in the coverage of rural topics, and help nonprofit organizations incorporate media and communications into their work to build a stronger voice on behalf of rural communities.",http://www.ruralstrategies.org/,,https://wp.movement.vote/wp-content/uploads/CenterforRuralStrategies-logo-250x250.jpg,
Center for Story-Based Strategy,,"The Center for Story-Based Strategy offers social justice networks, alliances and organizations the analysis, training and strategic support to change the story on the issues that matter most. They’ve collaborated with over 300 organizations to win critical campaigns and train over 5,000 change-agents to be transformative storytellers.",https://www.storybasedstrategy.org/,,https://wp.movement.vote/wp-content/uploads/CenterForStoryBasedStrategy-logo-250x250.jpg,
Climate Justice Alliance,,"The Climate Justice Alliance links together over 35 local groups through shared work, common messaging, and movement building to pivot towards a just transition away from unsustainable energy. Each group’s work is grounded in its own local circumstances, cultures, and traditions, but uses to collective strategies to meet their goals.",http://www.ourpowercampaign.org/,,https://wp.movement.vote/wp-content/uploads/CJA-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice"
CODEPINK,,"CODEPINK is a women-led grassroots organization working to end U.S. wars and militarism, support peace and human rights initiatives, and redirect our tax dollars into healthcare, education, green jobs and other life-affirming programs.",http://www.codepink.org/,https://secure.actblue.com/contribute/page/mvmt-us-codepink-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CodePink-logo-250x250.jpg,
Collective PAC,,"Building Black political power through education and equipping voters, donors and candidates with training, technical assistance, paid communications, and fundraising. Focused on improving democracy by addressing the underrepresentation of African Americans in public office and building an entirely new generation of black civic leaders on the local, state, and federal level. It has helped 28 candidates win general elections at all levels including Senator Kamala Harris, Representative Val Demings, and more.",https://collectivepac.org,,https://wp.movement.vote/wp-content/uploads/CollectivePAC_logo-250x250.jpg,Racial Justice
Color of Change,,"Understanding that the advancement of racial justice is entangled with economic justice, media justice and building power, Color of Change aims to harness both people power and the power of the internet to wage transformative campaigns for progressive change. Among many campaigns, they’ve successfully kicked Glenn Beck and “Cops” off of Fox, and have pressured corporations to withdraw their support for ALEC, a secretive right-wing policy promoter.",https://www.colorofchange.org/,,https://wp.movement.vote/wp-content/uploads/ColorofChange-logo-250x250.jpg,"End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice, Voting Rights"
Community Justice Reform Coalition,,"A national advocacy coalition that promotes and invests in evidence-based policies and programs to prevent gun violence and uplift reforms in urban communities of color. They are building coalitions and filling the leadership gap through advocates who are challenging the criminal justice system. Its three national programs include the Speakers Bureau, the Peacemaker Training Institute, and 50 State Rapid Response Team. It’s co-driving a nationwide campaign to reduce homicides by firearm and decrease mass incarceration with the PICO Live Free Campaign.",https://communityjusticerc.org/,,https://wp.movement.vote/wp-content/uploads/CommunityJusticeReformCoalition_logo-250x250.jpg,"End Mass Criminalization, Racial Justice"
CultureStrike,,"CultureStrike is an art-based, cultural change organization that believes artists play a powerful role in inciting conversations, inventing new ways of thinking, and redefining the limits of what’s possible to dream big, disrupt the status quo, and envision a truly just world rooted in shared humanity.  They engage in visionary strategy, developing new narratives, and cultivating artists to conduct the cultural work necessary for systemic change.",http://www.culturestrike.org/,https://secure.actblue.com/contribute/page/mvmt-us-culture-strike-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CultureStrike-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice"
Data for Progress,,"A think tank for the future of progressivism that uses data science, marketing, and grassroots power to challenge conventional wisdom. Projects include What the Hell Happened, The New Progressive Agenda Project, and A Green New Deal Report.",https://www.dataforprogress.org/,https://secure.actblue.com/donate/data-for-progress?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/dataforprogress-250x57.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization"
Debt Collective,,"While jobs are often precarious, Debt follows millions of Americans to the grave. The Debt Collective organizes the collective power of thousands of debtors who have taken action and won millions of dollars in debt forgiveness (and huge national attention) for students of for-profit colleges. They aim to politicize debt, using it as leverage to organize and engage millions of Americans who are affected by it.",https://debtcollective.org/,,https://wp.movement.vote/wp-content/uploads/DebtCollective-logo-250x250.jpg,Economic Justice
Democratic Socialists of America,,The Democratic Socialists of America is largest socialist organization in the United States. With hundreds chapters all around the country—DSA operates both inside electoral campaigns and with social movements on a range of local and national issues. Its membership has exploded in the wake of the Bernie campaign and Trump’s election.,http://www.dsausa.org/,,https://wp.movement.vote/wp-content/uploads/DemocraticSocialistsofAmerica-logo-250x250.jpg,"Economic Justice, Racial Justice, Voting Rights"
